Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mexico,MEX,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4
Nicaragua,NIC,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Panama,PAN,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0
Peru,PER,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Paraguay,PRY,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
El Salvador,SLV,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5
Suriname,SUR,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1
Uruguay,URY,HIV_Pct,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Argentina,ARG,ODAReceived_USD,DT.ODA.ODAT.CD,44049999.2370605,54790000.9155273,55159999.8474121,27870000.8392334,-5289999.96185303,-57150001.5258789,-9279999.73297119,8979999.54223633,2720000.02861023,17579999.9237061,-2440000.05722046,4980000.01907349,1889999.98569489,13560000.4196167,15949999.8092651,12000000.0,14090000.1525879,16389999.3896484,16760000.2288818,28270000.4577637,43680000.3051758,36830001.8310547,29489999.7711182,34419998.1689453,32740001.6784668,39080001.8310547,73669998.1689453,83389999.3896484,142479995.727539,201610000.610352,171630004.882813,277769989.013672,266730010.986328,245949996.948242,160919998.168945,148179992.675781,122440002.441406,99260002.1362305,73959999.0844727,82379997.253418,74559997.5585938,157639999.389648,98989997.8637695,117720001.220703,97339996.3378906,93870002.746582,114209999.084473,90230003.3569336,125019996.643066,116029998.779297,130309997.558594,97050003.0517578,177759994.506836,34729999.5422363,48790000.9155273,-18870000.8392334,2619999.88555908,-1169999.95708466,73110000.6103516,18250000.0,
Belize,BLZ,ODAReceived_USD,DT.ODA.ODAT.CD,1820000.05245209,2819999.9332428,5519999.98092651,4059999.94277954,1549999.95231628,2130000.11444092,2579999.92370605,5840000.15258789,5519999.98092651,6840000.15258789,5949999.80926514,5070000.17166138,4010000.22888184,4670000.07629395,6219999.79019165,8710000.03814697,11630000.1144409,9529999.73297119,18219999.3133545,20719999.3133545,14500000.0,11310000.4196167,12029999.7329712,15060000.4196167,13899999.6185303,21930000.3051758,24059999.4659424,23479999.5422363,25010000.2288818,28520000.4577637,30319999.6948242,21770000.4577637,26159999.8474121,31110000.6103516,32169998.1689453,18829999.9237061,21030000.6866455,13770000.4577637,14520000.4577637,47400001.5258789,16149999.6185303,22489999.7711182,23280000.6866455,12680000.3051758,6690000.05722046,11720000.2670288,7730000.01907349,21280000.6866455,23370000.8392334,26239999.7711182,24200000.7629395,20989999.7711182,26209999.0844727,51270000.4577637,37560001.373291,28270000.4577637,34959999.0844727,34200000.7629395,33790000.9155273,37659999.8474121,
